trial_id,last_train_loss,last_train_loss2,last_train_loss3,last_train_loss_ave,last_train_f1,last_train_f12,last_train_f13,last_train_f1_ave,last_dev_loss1,last_dev_loss2,last_dev_loss3,last_dev_loss_ave,last_dev_f11,last_dev_f12,last_dev_f13,last_dev_f1_ave,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.embedding_num,config.embedding_onerad_num,config.embedding_threerad_num,config.hidden_num
6df0f_00000,0.0006576924934051931,0.004249353893101215,0.0017489329911768436,0.002218659792561084,0.9941515761234071,0.9945137491616365,0.9936686787391013,0.9941113346747149,0.026894178241491318,0.053162381052970886,0.053183622658252716,0.044413393984238304,0.9569736842105263,0.9524342105263158,0.9542763157894737,0.954561403508772,33.68078136444092,True,,,1,b9cced1ec96f4d81a7bb47c6debeea3e,2022-03-18_10-24-07,1647599047,33.68078136444092,10764,LAPTOP-U2GSCB1O,127.0.0.1,33.68078136444092,0,1,"0_embedding_num=400,embedding_onerad_num=10,embedding_threerad_num=50,hidden_num=300",400,10,50,300
6df0f_00001,0.0004746207850985229,0.0005328943952918053,0.009746631607413292,0.00358471559593454,0.9943125419181758,0.9939503688799464,0.9926760563380281,0.9936463223787166,0.02305717207491398,0.027220461517572403,0.07354193180799484,0.04127318846682707,0.953421052631579,0.9538815789473685,0.952828947368421,0.953377192982456,31.82444167137146,True,,,1,c9787cab39dc4c6e8d5aa72ac4a010d6,2022-03-18_10-24-44,1647599084,31.82444167137146,30032,LAPTOP-U2GSCB1O,127.0.0.1,31.82444167137146,0,1,"1_embedding_num=400,embedding_onerad_num=20,embedding_threerad_num=50,hidden_num=300",400,20,50,300
6df0f_00002,0.00012663542293012142,0.00017051061149686575,0.0017366500105708838,0.0006779320149992903,0.9946881287726358,0.9941784037558685,0.9940576794097921,0.9943080706460988,0.003749330760911107,0.00025122339138761163,0.00966585986316204,0.00455547133848692,0.957171052631579,0.9559868421052632,0.9533552631578948,0.9555043859649123,31.350451469421387,True,,,1,e7f21ed39d0f4920af5a1e228c6bb5c7,2022-03-18_10-25-20,1647599120,31.350451469421387,24216,LAPTOP-U2GSCB1O,127.0.0.1,31.350451469421387,0,1,"2_embedding_num=400,embedding_onerad_num=30,embedding_threerad_num=50,hidden_num=300",400,30,50,300
6df0f_00003,0.00037526353844441473,0.0016299509443342686,0.0009109629900194705,0.0009720591575993845,0.9946478873239437,0.9945674044265593,0.9939771965124078,0.994397496087637,0.023798596113920212,0.02687702886760235,0.018038563430309296,0.02290472947061062,0.9564473684210526,0.9559868421052632,0.9536184210526316,0.9553508771929824,31.294044971466064,True,,,1,8c01e9d401384a15ae213345470570ba,2022-03-18_10-25-56,1647599156,31.294044971466064,1896,LAPTOP-U2GSCB1O,127.0.0.1,31.294044971466064,0,1,"3_embedding_num=400,embedding_onerad_num=40,embedding_threerad_num=50,hidden_num=300",400,40,50,300
6df0f_00004,0.00018513848772272468,0.00045614768168888986,0.0002770765277091414,0.00030612089904025197,0.9954527162977868,0.9949027498323273,0.9946881287726358,0.9950145316342499,0.06089450791478157,0.10431656986474991,0.08128317445516586,0.08216475074489911,0.9546052631578947,0.9559868421052632,0.9541447368421052,0.9549122807017545,31.528830766677856,True,,,1,edcbded6f97d48ec8af5a116dfc4f190,2022-03-18_10-26-32,1647599192,31.528830766677856,25448,LAPTOP-U2GSCB1O,127.0.0.1,31.528830766677856,0,1,"4_embedding_num=400,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=300",400,50,50,300
6df0f_00005,0.0006031711236573756,0.0005323269288055599,0.00021296305931173265,0.0004494870372582227,0.995103957075788,0.9945271629778673,0.9946210596914822,0.9947507265817125,0.07432203739881516,0.020396562293171883,0.006063207518309355,0.033593935736765466,0.9555921052631579,0.9586184210526316,0.95625,0.9568201754385965,31.602165937423706,True,,,1,b7efa11f0a994b4ab36fe3fa17a49339,2022-03-18_10-27-09,1647599229,31.602165937423706,10620,LAPTOP-U2GSCB1O,127.0.0.1,31.602165937423706,0,1,"5_embedding_num=400,embedding_onerad_num=60,embedding_threerad_num=50,hidden_num=300",400,60,50,300
6df0f_00006,0.00047014138544909656,0.00015228755364660174,0.0022945753298699856,0.0009723347563218946,0.9950368879946345,0.9943259557344064,0.9945003353454057,0.9946210596914823,0.09173015505075455,0.07259607315063477,0.09831428527832031,0.08754683782656987,0.9565131578947368,0.9555263157894737,0.9575657894736842,0.9565350877192982,31.536458253860474,True,,,1,efdf5655cc1a4780912e8b8c5a508a8f,2022-03-18_10-27-45,1647599265,31.536458253860474,36104,LAPTOP-U2GSCB1O,127.0.0.1,31.536458253860474,0,1,"6_embedding_num=400,embedding_onerad_num=70,embedding_threerad_num=50,hidden_num=300",400,70,50,300
6df0f_00007,0.00021780043607577682,0.0002503819123376161,0.005445894785225391,0.0019713590445462614,0.995533199195171,0.9949161636485581,0.9946210596914822,0.9950234741784039,0.06579950451850891,0.02500472590327263,0.033327050507068634,0.04137709364295006,0.9546052631578947,0.9561842105263157,0.9548684210526316,0.955219298245614,31.38001298904419,True,,,1,dbda0704bd344d5a93a0a6fffaba6965,2022-03-18_10-28-21,1647599301,31.38001298904419,22704,LAPTOP-U2GSCB1O,127.0.0.1,31.38001298904419,0,1,"7_embedding_num=400,embedding_onerad_num=80,embedding_threerad_num=50,hidden_num=300",400,80,50,300
6df0f_00008,0.0012734299525618553,0.0010773930698633194,0.0005629530060105026,0.0009712586761452258,0.9944332662642522,0.994822266934943,0.9947686116700202,0.9946747149564051,0.002004599431529641,0.019833538681268692,0.00014001976524014026,0.0073260526260128245,0.9550657894736843,0.9503947368421053,0.954078947368421,0.9531798245614036,32.12514877319336,True,,,1,32603259bd82450795d2c21d0d6bfa0b,2022-03-18_10-28-58,1647599338,32.12514877319336,10568,LAPTOP-U2GSCB1O,127.0.0.1,32.12514877319336,0,1,"8_embedding_num=400,embedding_onerad_num=90,embedding_threerad_num=50,hidden_num=300",400,90,50,300
6df0f_00009,0.00017547101015225053,0.001996653387323022,0.000260315602645278,0.0008108133333735168,0.9951441985244802,0.995010060362173,0.9947417840375586,0.9949653476414039,0.09692315012216568,0.1280737668275833,0.11836407333612442,0.11445366342862447,0.9580921052631579,0.9566447368421053,0.9580921052631579,0.9576096491228071,32.221466302871704,True,,,1,2860f0cc1a37444dbe34c8076dfea641,2022-03-18_10-29-36,1647599376,32.221466302871704,27300,LAPTOP-U2GSCB1O,127.0.0.1,32.221466302871704,0,1,"9_embedding_num=400,embedding_onerad_num=100,embedding_threerad_num=50,hidden_num=300",400,100,50,300
