trial_id,last_train_loss,last_train_loss2,last_train_loss3,last_train_loss_ave,last_train_f1,last_train_f12,last_train_f13,last_train_f1_ave,last_dev_loss1,last_dev_loss2,last_dev_loss3,last_dev_loss_ave,last_dev_f11,last_dev_f12,last_dev_f13,last_dev_f1_ave,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.embedding_num,config.embedding_onerad_num,config.embedding_threerad_num,config.hidden_num
1b69e_00000,0.123150639,0.150610358,0.174505621,0.149422206,0.972152918,0.972904091,0.972635815,0.972564275,0.295874029,0.532952905,0.403070062,0.410632332,0.955723684,0.955855263,0.957434211,0.956337719,530.324729,TRUE,,,1,fd1a603996ee43f6adf3b6586622c70e,2022-03-10_13-09-51,1646917791,530.324729,44696,LAPTOP-U2GSCB1O,127.0.0.1,530.324729,0,1,"0_embedding_num=100,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",100,50,50,100
1b69e_00001,0.108557127,0.105810545,0.095806889,0.103391521,0.981462106,0.979128102,0.977464789,0.979351666,0.116369627,0.085449219,0.155249029,0.119022625,0.955723684,0.955065789,0.954736842,0.955175439,547.2517309,TRUE,,,1,38b51905db3b4866a05798055674ce0f,2022-03-10_13-19-03,1646918343,547.2517309,12444,LAPTOP-U2GSCB1O,127.0.0.1,547.2517309,0,1,"1_embedding_num=150,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",150,50,50,100
1b69e_00002,0.169006348,0.062957764,0.138677984,0.123547365,0.983890007,0.983930248,0.982307176,0.98337581,0.035498049,0.035253908,0.082324222,0.051025393,0.956184211,0.955263158,0.955855263,0.955767544,607.1033504,TRUE,,,1,4d6429e4a7e54124852b5ab245f37e75,2022-03-10_13-29-15,1646918955,607.1033504,47304,LAPTOP-U2GSCB1O,127.0.0.1,607.1033504,0,1,"2_embedding_num=200,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",200,50,50,100
1b69e_00003,0.058825683,0.194006354,0.214904785,0.155912274,0.987350771,0.986183769,0.984010731,0.985848424,0.047509767,0.027587891,0.013122559,0.029406739,0.957302632,0.955921053,0.956578947,0.956600877,616.2466502,TRUE,,,1,48fb512946a24df0b41c004abd9b11ec,2022-03-10_13-39-37,1646919577,616.2466502,13152,LAPTOP-U2GSCB1O,127.0.0.1,616.2466502,0,1,"3_embedding_num=250,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",250,50,50,100
1b69e_00004,0.09528809,0.07522583,0.072686769,0.081066897,0.988853119,0.988383635,0.986639839,0.987958864,0.686206043,0.88823241,0.714880407,0.763106287,0.957368421,0.954802632,0.955328947,0.955833333,618.2698517,TRUE,,,1,63f1f351672244f89c590c3f6d46128c,2022-03-10_13-50-00,1646920200,618.2698517,28208,LAPTOP-U2GSCB1O,127.0.0.1,618.2698517,0,1,"4_embedding_num=300,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",300,50,50,100
1b69e_00005,0.0305542,0.138256833,0.105761722,0.091524251,0.989926224,0.989496982,0.988933602,0.989452269,0.073291019,0.031384278,0.090246581,0.064973959,0.956842105,0.956315789,0.955723684,0.95629386,623.3855195,TRUE,,,1,db4d9c8b9ef84e87ae17e5f9e9317262,2022-03-10_14-00-29,1646920829,623.3855195,44636,LAPTOP-U2GSCB1O,127.0.0.1,623.3855195,0,1,"5_embedding_num=350,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",350,50,50,100
1b69e_00006,0.135845944,0.035815429,0.03989258,0.070517985,0.991710262,0.991133467,0.99065057,0.991164766,0.017846679,0.022009278,0.027429199,0.022428385,0.958684211,0.957105263,0.957565789,0.957785088,617.996408,TRUE,,,1,65e7d057136144d8a259933309f0b2db,2022-03-10_14-10-52,1646921452,617.996408,6392,LAPTOP-U2GSCB1O,127.0.0.1,617.996408,0,1,"6_embedding_num=400,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",400,50,50,100
1b69e_00007,0.113305666,0.02578125,0.054119874,0.064402263,0.991924883,0.990529846,0.990757881,0.99107087,0.140161142,0.154809579,0.049902346,0.114957689,0.957302632,0.957631579,0.957763158,0.957565789,618.7110274,TRUE,,,1,aeff837298524ea4b1b2140e3f71317a,2022-03-10_14-21-16,1646922076,618.7110274,45648,LAPTOP-U2GSCB1O,127.0.0.1,618.7110274,0,1,"7_embedding_num=450,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",450,50,50,100
1b69e_00008,0.080133058,0.026043702,0.051953126,0.052709962,0.992796781,0.992260228,0.991710262,0.992255757,0.053747561,0.176684573,0.075378418,0.101936851,0.9575,0.957894737,0.958223684,0.957872807,605.4352007,TRUE,,,1,6e4a2bc0a9494db686200d2014407318,2022-03-10_14-31-27,1646922687,605.4352007,50304,LAPTOP-U2GSCB1O,127.0.0.1,605.4352007,0,1,"8_embedding_num=500,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=100",500,50,50,100
1b69e_00009,0.114996336,0.060131837,0.053015139,0.076047771,0.977934272,0.977384306,0.975305164,0.976874581,0.332855225,0.126715094,0.096337892,0.185302737,0.952697368,0.954605263,0.957236842,0.954846491,608.8665476,TRUE,,,1,b232d5e7ee144aec88ab7d76be4612b9,2022-03-10_14-41-40,1646923300,608.8665476,46404,LAPTOP-U2GSCB1O,127.0.0.1,608.8665476,0,1,"9_embedding_num=100,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=150",100,50,50,150
