trial_id,last_train_loss,last_train_loss2,last_train_loss3,last_train_loss_ave,last_train_f1,last_train_f12,last_train_f13,last_train_f1_ave,last_dev_loss1,last_dev_loss2,last_dev_loss3,last_dev_loss_ave,last_dev_f11,last_dev_f12,last_dev_f13,last_dev_f1_ave,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.embedding_num,config.embedding_onerad_num,config.embedding_threerad_num,config.hidden_num
74b3e_00000,0.008942049,0.002597378,0.002033763,0.004524397,0.993467471,0.993534541,0.992488263,0.993163425,0.115195587,0.036702074,0.094953269,0.082283643,0.955526316,0.955986842,0.954934211,0.955482456,177.1312218,TRUE,,,1,701a2c9842854a0cb976171ce6959408,2022-03-10_11-54-53,1646913293,177.1312218,16272,LAPTOP-U2GSCB1O,127.0.0.1,177.1312218,0,1,"0_embedding_num=550,embedding_onerad_num=50,embedding_threerad_num=50,hidden_num=200",550,50,50,200
